customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0691,Female,0,No,Yes,34,Yes,Yes,No,No,Yes,No,Yes,Yes,No internet service,Two year,No,Electronic check,86.77,2930.17,No
CUST0692,Female,0,No,Yes,24,No,No,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,58.94,1382.74,Yes
CUST0693,Male,0,Yes,Yes,27,Yes,No phone service,No,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,75.28,2027.14,No
CUST0694,Female,0,No,No,14,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,82.97,1136.02,No
CUST0695,Female,0,No,No,3,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),117.19,354.35,Yes
CUST0696,Female,1,Yes,Yes,26,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Mailed check,24.96,626.49,No
CUST0697,Male,1,No,Yes,25,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No,Two year,No,Credit card (automatic),60.63,1552.2,No
CUST0698,Female,1,Yes,Yes,18,Yes,No,No,Yes,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),43.08,786.17,No
CUST0699,Female,0,No,No,16,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),66.62,1015.94,Yes
CUST0700,Male,0,Yes,No,42,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,111.89,4729.93,No
CUST0701,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,Yes,Mailed check,91.85,3657.02,No
CUST0702,Female,0,No,Yes,41,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,85.52,3488.34,No
CUST0703,Male,0,No,No,49,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),63.01,3075.8,No
CUST0704,Female,0,No,Yes,39,Yes,No,No,Yes,No,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),86.45,3384.58,Yes
CUST0705,Male,0,Yes,Yes,38,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,One year,Yes,Mailed check,21.3,803.61,No
CUST0706,Male,0,Yes,Yes,22,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,77.8,1724.46,Yes
CUST0707,Female,0,Yes,No,51,Yes,No phone service,No,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),74.49,3763.67,No
CUST0708,Female,0,No,Yes,46,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),53.36,2501.58,No
CUST0709,Female,0,Yes,No,62,Yes,No,DSL,No,No,No internet service,No,No internet service,No,One year,Yes,Credit card (automatic),38.55,2413.06,No
CUST0710,Female,1,Yes,No,68,No,Yes,No,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,100.37,6800.18,No
CUST0711,Male,0,No,Yes,42,Yes,No phone service,No,No,No,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),23.49,1009.0,No
CUST0712,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No internet service,One year,Yes,Electronic check,25.11,1187.67,Yes
CUST0713,Male,0,Yes,No,33,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Two year,No,Electronic check,62.93,2037.61,No
CUST0714,Female,0,No,Yes,39,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),43.76,1674.46,No
CUST0715,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,94.04,5596.53,No
CUST0716,Female,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),82.69,4082.73,Yes
CUST0717,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,96.8,6393.97,No
CUST0718,Female,0,No,No,61,Yes,No,No,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.12,3099.99,No
CUST0719,Female,0,No,No,57,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.53,5293.84,No
CUST0720,Female,0,No,No,32,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.95,3388.8,Yes
CUST0721,Female,1,Yes,Yes,15,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,53.22,800.83,No
CUST0722,Male,0,Yes,Yes,47,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),52.67,2495.68,Yes
CUST0723,Female,0,No,No,9,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),109.8,1035.19,No
CUST0724,Male,1,No,No,37,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.08,847.45,Yes
CUST0725,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,53.72,957.56,No
CUST0726,Male,0,No,Yes,35,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,30.1,1040.49,No
CUST0727,Male,0,No,Yes,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),20.96,1248.37,No
CUST0728,Male,0,No,Yes,62,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.51,1795.25,No
CUST0729,Male,1,Yes,Yes,45,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,61.99,2773.93,No
CUST0730,Female,0,Yes,Yes,2,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),88.07,198.64,No
CUST0731,Male,1,No,No,64,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,47.51,2992.21,No
CUST0732,Male,0,No,Yes,7,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,104.67,711.63,Yes
CUST0733,Male,0,Yes,Yes,50,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,62.64,3146.14,No
CUST0734,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),116.76,552.4,No
CUST0735,Female,0,No,Yes,38,Yes,Yes,No,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),115.32,4362.43,Yes
CUST0736,Male,0,No,Yes,59,Yes,Yes,No,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),96.87,5713.93,Yes
CUST0737,Female,1,Yes,Yes,27,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),113.11,3046.17,No
CUST0738,Male,0,Yes,Yes,53,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),90.12,4736.96,Yes
CUST0739,Male,1,Yes,Yes,36,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,No,Electronic check,109.35,3980.42,No
CUST0740,Female,0,No,No,8,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,42.12,291.39,No
CUST0741,Male,1,Yes,Yes,55,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,53.23,2952.62,No
CUST0742,Female,0,No,No,58,No,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),94.8,5455.54,Yes
CUST0743,Female,0,Yes,No,1,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,61.31,58.04,No
CUST0744,Male,0,Yes,Yes,60,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,103.41,6172.14,No
CUST0745,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),107.52,6092.75,No
CUST0746,Female,0,Yes,Yes,59,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,48.57,2828.22,Yes
CUST0747,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,101.99,3972.89,No
CUST0748,Male,0,No,No,35,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,33.73,1182.1,No
CUST0749,Male,1,Yes,Yes,36,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,52.09,1838.58,No
CUST0750,Female,0,No,Yes,17,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,70.83,1252.05,No
CUST0751,Female,0,Yes,Yes,62,No,No,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,No,Bank transfer (automatic),41.1,2523.98,Yes
CUST0752,Male,0,Yes,Yes,21,Yes,No phone service,No,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),77.09,1614.77,No
CUST0753,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,77.03,741.93,No
CUST0754,Female,0,Yes,No,57,Yes,No,No,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,39.1,2228.09,No
CUST0755,Female,0,No,No,56,Yes,No,DSL,No,No,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,99.16,5578.56,No
CUST0756,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),82.43,249.4,No
CUST0757,Female,0,Yes,No,6,No,No,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),50.41,281.02,No
CUST0758,Male,0,No,No,60,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),41.68,2475.64,Yes
CUST0759,Male,0,Yes,No,53,Yes,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.63,5730.28,Yes
CUST0760,Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,103.25,6879.57,No
CUST0761,Female,0,Yes,Yes,0,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,41.44,0.0,No
CUST0762,Female,0,No,Yes,54,No,No phone service,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,21.63,1133.17,No
CUST0763,Male,0,Yes,No,2,Yes,No phone service,No,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,100.06,175.92,No
CUST0764,Female,0,No,No,37,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,No,Credit card (automatic),80.78,2954.13,Yes
CUST0765,Male,0,Yes,Yes,0,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),28.29,0.0,No
CUST0766,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,77.91,2905.86,No
CUST0767,Male,0,No,Yes,28,Yes,No phone service,No,Yes,No internet service,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),64.12,1801.45,No
CUST0768,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,97.0,360.44,No
CUST0769,Female,0,Yes,No,20,Yes,No phone service,No,No internet service,No,No,Yes,No,No,Month-to-month,No,Mailed check,39.33,787.62,No
CUST0770,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),64.22,4497.48,No
CUST0771,Male,0,No,No,66,Yes,No,DSL,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),33.94,2249.08,No
CUST0772,Male,1,No,No,46,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,115.67,5276.83,Yes
CUST0773,Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.43,3359.91,No
CUST0774,Female,0,No,Yes,67,Yes,No,DSL,No,Yes,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),93.15,6237.59,No
CUST0775,Female,0,Yes,Yes,68,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),88.4,6053.85,No
CUST0776,Male,0,No,No,0,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),61.18,0.0,No
CUST0777,Male,0,Yes,No,67,Yes,No,No,No,Yes,No,No internet service,Yes,No,Two year,Yes,Mailed check,112.17,7490.15,No
CUST0778,Female,1,Yes,No,11,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),25.44,240.24,No
CUST0779,Female,0,Yes,Yes,59,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),99.93,5922.83,Yes
CUST0780,Male,0,No,No,26,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.95,1020.71,Yes
CUST0781,Male,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),51.05,2841.8,No
CUST0782,Male,0,Yes,No,22,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.98,1594.8,No
CUST0783,Female,0,No,No,24,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,97.83,2364.7,Yes
CUST0784,Female,0,No,No,20,No,No phone service,No,Yes,No,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,103.53,2087.18,No
CUST0785,Female,0,No,Yes,60,Yes,No,No,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,77.54,4672.42,No
CUST0786,Male,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Two year,No,Mailed check,59.11,3682.2,No
CUST0787,Male,0,Yes,No,51,Yes,No phone service,No,No,Yes,Yes,No,No internet service,No,One year,No,Credit card (automatic),114.54,5830.23,No
CUST0788,Female,0,Yes,Yes,24,Yes,No,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,43.15,1053.88,Yes
CUST0789,Female,0,No,No,54,Yes,Yes,No,No internet service,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),99.92,5435.42,No
CUST0790,Male,0,Yes,Yes,45,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),80.43,3602.61,No
CUST0791,Female,0,No,Yes,31,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,One year,No,Electronic check,56.44,1794.13,No
CUST0792,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,18.14,930.92,No
CUST0793,Male,0,Yes,No,4,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),63.55,239.11,Yes
CUST0794,Female,0,Yes,Yes,35,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),46.23,1581.26,No
CUST0795,Male,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),28.64,1337.38,No
CUST0796,Male,0,No,No,57,Yes,No,DSL,No internet service,No,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),25.67,1494.73,No
CUST0797,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),53.45,2072.94,No
CUST0798,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),80.71,4870.38,No
CUST0799,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),103.43,875.1,No
CUST0800,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Two year,No,Electronic check,36.72,155.23,No
CUST0801,Male,0,No,Yes,34,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,61.31,2048.62,No
CUST0802,Female,1,No,Yes,38,Yes,Yes,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.98,2205.31,No
CUST0803,Male,0,No,Yes,21,Yes,No,No,Yes,No,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),70.37,1510.67,No
CUST0804,Male,0,No,Yes,40,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),100.58,3977.18,No
CUST0805,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),74.47,347.44,Yes
CUST0806,Female,1,No,Yes,41,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.36,4288.98,No
CUST0807,Female,0,No,Yes,66,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),70.89,4726.63,No
CUST0808,Male,0,No,Yes,29,Yes,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,79.59,2294.62,No
CUST0809,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,62.61,3501.96,No
CUST0810,Male,0,No,No,28,Yes,No,No,No,Yes,No,Yes,No,No internet service,One year,Yes,Mailed check,101.96,2880.12,No
CUST0811,Male,0,No,Yes,36,Yes,No phone service,No,Yes,Yes,No,No,Yes,No internet service,One year,No,Mailed check,112.23,4069.55,Yes
CUST0812,Male,1,Yes,No,12,No,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),83.19,971.58,No
CUST0813,Male,0,No,No,31,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,101.72,3196.3,No
CUST0814,Female,0,Yes,No,45,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),24.02,1117.64,No
CUST0815,Female,0,Yes,No,22,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),110.42,2381.06,No
CUST0816,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,One year,Yes,Mailed check,37.27,1602.74,No
CUST0817,Male,0,Yes,No,16,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,44.17,706.33,No
CUST0818,Male,0,No,No,65,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),23.44,1519.7,No
CUST0819,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No,Yes,No,No internet service,No,Two year,No,Credit card (automatic),116.47,603.19,No
CUST0820,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,One year,No,Mailed check,104.91,1742.44,Yes
CUST0821,Male,0,Yes,No,21,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,No,Mailed check,111.14,2348.43,No
CUST0822,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),104.42,3353.08,No
CUST0823,Female,1,No,Yes,29,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),66.91,1913.75,Yes
CUST0824,Male,0,Yes,No,31,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,No,Mailed check,112.26,3484.3,No
CUST0825,Female,1,Yes,Yes,41,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No,Two year,Yes,Mailed check,116.89,4764.71,No
CUST0826,Female,0,No,No,9,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.26,588.03,No
CUST0827,Male,0,No,No,35,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),35.91,1264.16,Yes
CUST0828,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Two year,No,Mailed check,85.18,2858.69,No
CUST0829,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),117.49,3145.92,No
CUST0830,Female,0,No,Yes,10,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,106.96,1055.13,Yes
CUST0831,Male,0,No,Yes,38,Yes,No,No,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,105.91,4000.24,No
CUST0832,Male,0,No,Yes,46,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Electronic check,113.25,5186.15,Yes
CUST0833,Male,0,No,No,18,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,One year,No,Mailed check,109.18,1955.66,No
CUST0834,Female,1,No,No,14,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),97.18,1380.71,No
CUST0835,Male,1,Yes,Yes,27,No,Yes,DSL,No,Yes,No internet service,No internet service,No,Yes,Two year,No,Electronic check,91.26,2417.9,Yes
CUST0836,Female,0,No,No,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.01,1080.94,Yes
CUST0837,Male,0,Yes,No,71,Yes,No phone service,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,81.38,5732.61,No
CUST0838,Male,0,No,Yes,8,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),71.19,607.65,No
CUST0839,Female,0,Yes,No,46,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No,No,One year,No,Electronic check,105.92,4911.76,Yes
CUST0840,Male,0,No,Yes,32,Yes,Yes,No,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),68.15,2183.25,No
CUST0841,Male,0,No,No,61,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),31.03,1856.53,Yes
CUST0842,Female,0,Yes,Yes,18,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Two year,No,Electronic check,18.51,339.69,Yes
CUST0843,Male,1,Yes,No,66,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,One year,No,Electronic check,87.14,5764.1,No
CUST0844,Male,0,No,No,39,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,Yes,Electronic check,74.09,2925.29,No
CUST0845,Male,0,No,Yes,46,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),51.76,2386.05,No
CUST0846,Male,0,No,Yes,64,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No,One year,No,Electronic check,35.24,2246.43,Yes
CUST0847,Female,0,No,Yes,28,No,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,65.6,1870.63,Yes
CUST0848,Female,0,No,Yes,49,No,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,28.23,1431.37,No
CUST0849,Male,1,Yes,No,12,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Two year,No,Mailed check,52.28,641.87,Yes
CUST0850,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Credit card (automatic),56.68,0.0,No
CUST0851,Male,1,No,Yes,33,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,65.49,2171.04,No
CUST0852,Female,0,Yes,No,47,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),65.6,3102.18,No
CUST0853,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),44.21,2096.69,Yes
CUST0854,Male,0,Yes,Yes,48,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,104.72,5047.04,No
CUST0855,Male,0,No,No,63,No,No,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),54.27,3401.11,No
CUST0856,Male,1,Yes,No,60,No,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No,One year,No,Mailed check,41.42,2492.77,No
CUST0857,Male,1,No,Yes,28,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),35.93,1015.45,Yes
CUST0858,Male,0,Yes,Yes,38,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),50.9,1915.71,No
CUST0859,Female,0,No,Yes,25,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,24.89,607.24,Yes
CUST0860,Male,0,Yes,No,16,Yes,No phone service,No,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),21.36,367.98,No
CUST0861,Female,1,No,No,70,No,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,79.72,5588.67,No
CUST0862,Male,0,No,No,12,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,One year,No,Mailed check,81.15,938.72,No
CUST0863,Female,0,Yes,No,68,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.02,4931.12,No
CUST0864,Female,0,No,Yes,25,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),95.75,2432.06,No
